region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
3,72,66,0,30,460,4,41,0,1,1,0,1,1,0,89.4,0,46.55,18.75,0,6353.9,0,3411.2,1245,0,1,1,1,1,0,0,1,1,0,4.49312068217947, ,3.84052700372308,2.93119375241642, ,6.13122648948314,4,0
1,24,39,0,2,122,4,12,0,0,3,1,0,1,1,4.45,26.25,0,9.75,35.9,98.35,625.95,0,210,844.95,0,0,1,1,1,1,1,1,0,1.49290409617815,3.26766598903763, ,2.27726728500976,3.58073729549423,4.80402104473326,4,0
2,63,63,1,19,191,3,27,0,0,2,0,0,1,0,12.7,0,0,7,0,782.45,0,0,435,0,1,0,0,0,0,0,0,0,0,2.54160199346455, , ,1.94591014905531, ,5.25227342804663,2,0
2,29,37,1,9,119,3,12,0,0,3,0,0,0,0,4.6,0,0,0,0,138.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52605630349505, , , , ,4.77912349311153,1,0
1,10,27,1,2,15,3,2,0,1,2,1,1,1,1,7.5,12.75,48.65,7.5,39.5,66.45,154.9,442.15,60,377.35,1,1,1,1,1,1,1,1,1,2.01490302054226,2.54553127160444,3.88465180863201,2.01490302054226,3.67630067190708,2.70805020110221,4,1
3,52,23,1,4,33,4,0,0,1,2,1,0,1,0,13.1,18.25,0,18.75,0,757.8,945.15,0,920,0,1,0,0,0,1,1,1,1,0,2.57261223020711,2.9041650800285, ,2.93119375241642, ,3.49650756146648,3,0
1,3,33,0,6,64,4,0,0,0,2,0,1,0,0,2.15,0,20.75,0,0,6,0,53.1,0,0,0,0,0,0,0,0,0,0,1,.765467842139571, ,3.03254624667671, , ,4.15888308335967,1,1
2,28,29,0,4,23,3,5,0,0,2,0,0,0,0,3.7,0,0,0,0,91.95,0,0,0,0,1,0,0,1,0,0,1,1,1,1.30833281965018, , , , ,3.13549421592915,2,0
2,62,46,0,27,200,3,9,0,1,1,0,0,1,0,26.25,0,0,74,0,1625.35,0,0,4590,0,0,0,0,0,0,0,0,0,0,3.26766598903763, , ,4.30406509320417, ,5.29831736654804,1,0
3,23,25,1,5,19,5,0,0,0,3,1,1,0,0,6.95,25,36.7,0,0,157.1,562.2,829.1,0,0,1,1,0,1,0,1,1,0,1,1.9387416595767,3.2188758248682,3.60277675506052, , ,2.94443897916644,4,1
3,56,60,0,26,70,2,20,0,0,1,0,1,0,1,7.75,0,29.3,0,26.15,397.15,0,1638.2,0,1340.75,0,0,0,0,0,0,0,0,1,2.04769284336526, ,3.37758751602302, ,3.26384919051093,4.24849524204936,1,0
3,3,36,0,7,34,5,3,0,1,3,1,1,0,0,2.7,13,24,0,0,7,35.65,55.9,0,0,1,1,1,0,0,0,1,0,1,.993251773010283,2.56494935746154,3.17805383034795, , ,3.52636052461616,4,0
3,37,53,1,13,48,1,10,0,0,3,1,0,1,0,12.55,23.5,0,10.25,0,439.55,876.05,0,350,0,0,0,0,0,1,1,1,1,0,2.52972066557779,3.15700042115011, ,2.32727770558442, ,3.87120101090789,3,0
1,48,47,0,9,72,3,13,0,0,5,1,0,1,1,15.3,28.5,0,16,32.55,732.35,1352.1,0,790,1559.1,1,1,1,0,1,1,1,1,0,2.72785282839839,3.3499040872746, ,2.77258872223978,3.48277736865458,4.27666611901606,4,1
2,21,29,0,7,40,4,2,0,1,4,1,1,1,1,4.5,17,36.2,19.25,33.4,89.1,386.8,772.3,395,653.9,0,0,0,1,0,1,1,0,0,1.50407739677627,2.83321334405622,3.58905911883173,2.95751106073379,3.50855589998265,3.68887945411394,1,0
2,69,51,0,18,96,1,33,0,0,4,1,0,1,0,33.95,87,0,33.5,0,2338.8,5916,0,2180,0,1,0,0,0,1,1,1,1,0,3.52488885400471,4.46590811865458, ,3.51154543883102, ,4.56434819146784,3,0
1,28,40,1,1,47,2,9,0,1,3,1,0,1,0,8.1,29.5,0,28.5,0,224.25,774.75,0,730,0,0,0,0,0,1,1,1,1,0,2.09186406167839,3.38439026334577, ,3.3499040872746, ,3.85014760171006,3,0
2,7,37,0,5,57,4,1,0,0,1,0,0,0,0,3.8,0,0,0,0,23.9,0,0,0,0,0,0,0,0,0,0,0,1,0,1.33500106673234, , , , ,4.04305126783455,1,0
2,53,57,0,25,37,1,7,0,0,1,0,0,1,0,7.7,0,0,9.25,0,363.95,0,0,465,0,1,0,0,0,0,0,1,0,0,2.04122032885964, , ,2.22462355152433, ,3.61091791264422,2,0
2,39,31,1,6,24,4,2,0,0,2,0,1,1,0,13.9,0,33.3,16.5,0,505.55,0,1213.5,600,0,0,0,1,0,1,1,1,1,1,2.63188884013665, ,3.5055573969864,2.80336038090653, ,3.17805383034795,4,0
3,43,51,1,15,186,3,25,0,0,2,1,0,1,1,18.9,59.75,0,20.25,59.15,856.3,2522.95,0,885,2525.1,1,1,1,0,1,1,1,1,0,2.9391619220656,4.09016919081162, ,3.00815479355255,4.0800765904244,5.2257466737132,4,0
2,72,66,1,43,96,2,16,0,1,2,1,0,1,1,35.15,34.75,0,21.5,50.7,2537.65,2557.75,0,1440,3571.45,1,1,0,0,1,1,1,1,1,3.55962461825667,3.5481795720108, ,3.06805293513362,3.92592591059714,4.56434819146784,4,0
3,43,21,1,1,25,1,4,0,0,4,0,0,0,0,7.6,0,0,0,0,334.45,0,0,0,0,1,0,0,1,0,0,1,1,0,2.02814824729229, , , , ,3.2188758248682,2,1
3,64,45,0,4,38,2,7,0,1,1,1,0,1,0,13.75,22.75,0,10.25,0,918,1447.4,0,610,0,1,1,0,0,1,0,1,1,0,2.62103882411258,3.12456514539696, ,2.32727770558442, ,3.63758615972639,3,1
1,24,26,0,7,55,2,7,0,1,1,0,0,0,0,7.6,0,0,0,0,175.8,0,0,0,0,0,0,0,0,0,1,0,0,0,2.02814824729229, , , , ,4.00733318523247,1,0
2,33,33,1,12,42,4,7,0,1,5,0,1,1,1,8.8,0,30.95,23,23.35,305.75,0,1019.15,730,665.35,1,1,0,0,0,0,0,0,0,2.17475172148416, ,3.4323729991306,3.13549421592915,3.15059698411491,3.73766961828337,2,0
2,42,48,1,22,82,1,21,0,1,5,1,0,1,0,9.3,25,0,17,0,459,1006.9,0,750,0,1,0,0,1,1,1,1,0,1,2.23001440015921,3.2188758248682, ,2.83321334405622, ,4.40671924726425,4,0
1,45,66,0,43,144,2,13,0,1,1,0,0,1,0,7.75,0,0,13,0,338.8,0,0,565,0,1,0,0,1,0,0,0,0,0,2.04769284336526, , ,2.56494935746154, ,4.969813299576,2,0
2,37,53,1,16,35,1,16,0,1,4,0,0,0,0,21.3,0,0,0,0,788.25,0,0,0,0,0,0,0,0,0,1,1,0,0,3.05870707271538, , , , ,3.55534806148941,3,0
3,40,63,1,9,61,1,22,0,0,2,0,0,1,0,10.9,0,0,41,0,470.9,0,0,1635,0,0,0,0,0,0,0,0,0,0,2.3887627892351, , ,3.71357206670431, ,4.11087386417331,1,0
3,7,27,0,5,31,3,4,0,0,5,1,1,0,1,4.15,15,46.05,0,41.85,30.8,96.6,271.75,0,235.55,1,1,1,1,1,1,1,0,1,1.42310833424261,2.70805020110221,3.82972776270132, ,3.73409179693548,3.43398720448515,4,1
2,19,46,0,11,26,2,0,0,1,1,0,0,1,0,6.05,0,0,5,0,121.7,0,0,90,0,0,0,0,1,0,1,0,1,1,1.80005827204275, , ,1.6094379124341, ,3.25809653802148,1,0
3,70,53,1,16,183,2,35,0,1,2,0,0,1,0,32.9,0,0,15,0,2234.9,0,0,1085,0,1,0,0,0,0,0,0,0,0,3.49347265777133, , ,2.70805020110221, ,5.20948615284142,2,0
3,48,45,1,5,42,1,11,0,1,2,0,0,0,0,9.25,0,0,0,0,435.6,0,0,0,0,0,0,0,0,0,1,0,0,0,2.22462355152433, , , , ,3.73766961828337,1,0
2,58,58,1,10,96,2,17,0,0,4,1,0,0,0,12.5,23,0,0,0,710.8,1345.95,0,0,0,1,0,0,0,1,1,0,1,0,2.52572864430826,3.13549421592915, , , ,4.56434819146784,3,0
2,33,33,0,4,53,2,14,0,1,1,0,0,0,0,5.05,0,0,0,0,145.85,0,0,0,0,0,0,0,0,1,0,0,0,0,1.61938824328727, , , , ,3.97029191355212,1,0
1,62,51,0,10,43,4,19,0,0,2,0,1,1,1,27.15,0,42.7,17,41.15,1632.4,0,2583.85,1015,2521.05,1,0,1,1,1,0,0,0,1,3.30137704637994, ,3.75419892023458,2.83321334405622,3.71722392712308,3.76120011569356,2,0
2,48,55,0,31,26,1,1,0,0,1,0,0,0,0,12.15,0,0,0,0,606.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49732916978656, , , , ,3.25809653802148,1,0
2,65,33,1,9,49,2,6,0,0,5,1,0,1,0,42.9,17.25,0,17.5,0,2706.8,1094.1,0,1190,0,1,0,0,0,0,0,1,0,0,3.75887182593397,2.84781214347737, ,2.86220088092947, ,3.89182029811063,2,0
1,61,46,0,5,318,3,18,0,1,1,1,0,1,0,28.9,39.25,0,84.75,0,1796.7,2442.75,0,5115,0,1,1,0,0,1,1,1,1,0,3.36384159511839,3.66995144422842, ,4.43970574626056, ,5.76205138278018,3,0
3,35,45,0,17,29,1,6,0,0,1,0,0,0,0,8.4,0,0,0,0,300.35,0,0,0,0,0,0,0,0,0,0,1,0,0,2.12823170584927, , , , ,3.36729582998647,1,0
2,49,51,1,5,80,5,3,0,0,2,0,1,1,1,5.75,0,51.75,36,36.7,285.4,0,2435.35,1810,1679.45,1,1,1,1,1,1,1,1,1,1.74919985480926, ,3.94642443214548,3.58351893845611,3.60277675506052,4.38202663467388,4,1
1,58,70,0,2,9,3,24,1,1,1,0,1,1,1,23.3,0,48.35,29.75,35.15,1384.45,0,2632.4,1730,1975.7,1,0,0,1,0,0,0,1,0,3.14845336057165, ,3.8784662218993,3.39282913199164,3.55962461825667,2.19722457733622,2,0
2,26,39,1,15,58,4,9,0,1,2,1,0,1,1,8.65,21.25,0,6.5,19.65,210.6,567.55,0,145,493.85,0,0,0,1,1,0,1,1,0,2.15755932094379,3.05635689537043, ,1.87180217690159,2.97807733831527,4.06044301054642,3,0
1,35,66,1,44,14,3,12,1,1,2,1,0,0,0,4.7,31,0,0,0,202.5,1135,0,0,0,0,0,0,0,1,1,1,1,0,1.54756250871601,3.43398720448515, , , ,2.63905732961526,3,0
2,48,43,1,1,60,2,12,0,0,2,1,1,1,0,15.5,19.25,29.6,31.5,0,719.7,905.15,1500.75,1495,0,1,0,0,0,0,1,0,0,0,2.7408400239252,2.95751106073379,3.38777436133001,3.44998754583159, ,4.0943445622221,2,0
1,72,63,1,29,15,5,31,1,0,2,0,0,1,0,20.6,0,0,31.25,0,1547.45,0,0,2180,0,1,0,0,0,0,0,1,1,0,3.02529107579554, , ,3.44201937618241, ,2.70805020110221,3,0
1,24,43,0,14,138,4,11,0,1,1,1,0,1,1,6.65,20.25,0,8,24.65,130.6,445.6,0,180,551.15,1,0,0,1,1,1,0,1,0,1.89461685466776,3.00815479355255, ,2.07944154167984,3.2047769004887,4.92725368515721,3,0
2,50,52,0,30,214,3,22,0,0,1,1,1,1,1,11.5,26.25,40.7,12,48.3,610.35,1287.7,1943,530,2412.75,1,1,0,1,1,1,1,1,1,2.4423470353692,3.26766598903763,3.70622809244855,2.484906649788,3.87743156065853,5.36597601502185,4,0
3,34,51,0,8,50,4,14,0,0,1,0,0,1,0,16.15,0,0,15.75,0,531.35,0,0,480,0,0,1,0,0,0,0,0,0,1,2.78192004966867, , ,2.75684036527164, ,3.91202300542815,1,0
2,42,36,1,8,86,2,15,0,1,2,0,1,0,0,9.8,0,30.6,0,0,436.45,0,1222.3,0,0,1,0,0,0,0,0,0,0,0,2.28238238567653, ,3.42100000895834, , ,4.45434729625351,2,0
1,17,41,1,7,25,2,17,0,0,3,0,1,0,0,6.45,0,29,0,0,114.3,0,449.95,0,0,0,0,0,1,1,1,1,0,1,1.86408013080768, ,3.36729582998647, , ,3.2188758248682,3,0
3,66,61,0,26,361,1,40,0,1,1,0,0,1,0,12.75,0,0,38.5,0,782,0,0,2615,0,1,0,0,0,0,0,0,1,0,2.54553127160444, , ,3.65065824129374, ,5.88887795833288,2,0
1,28,33,1,3,14,4,1,0,0,3,1,1,0,1,4.55,15.75,33,0,23.95,145.95,504.9,869.85,0,618.65,1,0,1,1,0,1,1,0,1,1.51512723296286,2.75684036527164,3.49650756146648, ,3.17596832385692,2.63905732961526,4,1
2,12,64,0,13,9,2,6,1,1,1,1,1,1,0,3.8,30,32.8,8.5,0,52.85,317.75,376.6,95,0,0,0,0,1,1,1,1,1,1,1.33500106673234,3.40119738166216,3.4904285153901,2.14006616349627, ,2.19722457733622,3,0
2,59,25,1,4,18,3,2,0,0,4,0,1,1,0,20.1,0,32.55,22.75,0,1251.4,0,1882.65,1415,0,0,0,0,0,0,0,0,0,0,3.00071981506503, ,3.48277736865458,3.12456514539696, ,2.89037175789616,1,0
1,45,52,0,15,46,5,8,0,1,1,0,0,1,0,9.4,0,0,8.75,0,402.1,0,0,395,0,1,0,0,0,0,0,0,0,1,2.24070968927596, , ,2.16905370036952, ,3.8286413964891,2,1
1,21,44,1,4,26,3,2,0,0,2,1,1,1,1,7.55,41,42.35,23.5,35.75,160.65,863.3,890.75,485,702.95,0,1,1,1,1,1,1,1,0,2.02154756326093,3.71357206670431,3.74596842109806,3.15700042115011,3.57655026914002,3.25809653802148,4,0
2,41,45,0,14,25,3,6,0,0,1,0,1,1,1,7.8,0,42.4,14,23.2,370.8,0,1675.7,535,945.3,0,0,0,1,0,0,1,1,1,2.05412373369555, ,3.74714836223791,2.63905732961526,3.14415227867226,3.2188758248682,1,1
2,1,26,1,3,30,2,7,0,1,5,0,1,0,0,1.05,0,15.4,0,0,1.05,0,15.4,0,0,0,0,0,0,0,0,0,0,1,.048790164169432, ,2.73436750941958, , ,3.40119738166216,1,1
1,23,27,1,2,51,5,1,0,1,2,0,1,0,0,3.9,0,24.15,0,0,94.95,0,574.35,0,0,0,1,0,0,0,0,0,0,0,1.3609765531356, ,3.18428438009858, , ,3.93182563272433,1,1
1,37,51,1,15,54,1,15,0,0,3,1,0,1,0,9.55,16.5,0,8.25,0,323.65,614.15,0,225,0,1,0,0,0,0,1,0,1,0,2.25654115449264,2.80336038090653, ,2.11021320034659, ,3.98898404656427,3,0
1,32,27,1,3,91,4,1,0,1,3,1,1,1,1,5.5,16,42.65,3.75,41.3,189.05,543.15,1247.3,100,1269.1,0,1,1,1,1,0,0,1,1,1.70474809223843,2.77258872223978,3.75302727393769,1.32175583998232,3.72086249996699,4.51085950651685,4,1
1,72,54,1,6,345,1,32,0,0,2,0,0,1,0,75.45,0,0,18.25,0,5464.6,0,0,1305,0,1,0,0,0,0,1,0,1,0,4.32347018521386, , ,2.9041650800285, ,5.84354441703136,3,0
1,54,43,0,12,53,2,12,0,0,1,1,0,1,0,14.35,32.25,0,16.75,0,775.9,1749.4,0,845,0,1,0,0,0,1,1,1,1,0,2.66374994220563,3.47351804324178, ,2.81839825827108, ,3.97029191355212,3,0
3,14,36,0,13,67,5,4,0,1,1,0,1,0,0,14.05,0,25.1,0,0,187.4,0,303.6,0,0,0,0,0,1,0,1,0,0,0,2.64262239577976, ,3.22286784613774, , ,4.20469261939097,1,0
3,65,47,1,18,37,1,15,0,1,4,0,0,1,0,19.05,0,0,14,0,1174.6,0,0,900,0,0,0,0,0,0,0,0,0,0,2.94706710157271, , ,2.63905732961526, ,3.61091791264422,1,0
1,20,37,0,5,46,3,10,0,1,4,0,1,1,1,4.9,0,44.6,6.25,41.35,91.55,0,878,90,815.8,1,1,1,1,1,0,1,1,1,1.58923520511658, ,3.79773385902602,1.83258146374831,3.7220724214697,3.8286413964891,4,0
1,34,55,0,2,48,2,11,0,0,1,0,0,0,0,4.25,0,0,0,0,143.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44691898293633, , , , ,3.87120101090789,1,0
2,22,23,1,3,16,1,5,0,0,4,0,0,1,0,5.4,0,0,8.5,0,120.4,0,0,205,0,0,0,0,0,0,0,0,0,0,1.68639895357023, , ,2.14006616349627, ,2.77258872223978,1,0
1,28,31,1,0,42,4,5,0,1,3,1,0,0,0,12.25,23.75,0,0,0,373.8,674.5,0,0,0,1,0,0,0,1,0,0,1,0,2.50552593699074,3.16758253048065, , , ,3.73766961828337,3,0
3,72,41,0,20,181,4,12,0,0,1,1,1,1,1,27.3,23.25,69.4,7.75,52.4,1963.95,1645.8,4980.8,520,3790.55,1,1,1,1,1,1,0,1,1,3.30688670219091,3.14630513203337,4.23988686751276,2.04769284336526,3.958906591327,5.19849703126583,4,0
3,71,52,0,17,172,2,32,0,0,1,1,1,1,1,49.25,41.5,50.9,27.25,68.1,3599.3,3015.6,3469.15,1850,4828.2,1,1,1,1,1,1,1,1,0,3.8969093676181,3.72569342723665,3.92986292355648,3.30505352110925,4.22097721315547,5.14749447681345,4,0
1,8,29,1,2,21,5,0,0,0,2,0,1,0,0,4.15,0,24.3,0,0,39.7,0,167.05,0,0,0,0,0,0,0,0,0,0,0,1.42310833424261, ,3.1904763503465, , ,3.04452243772342,1,1
2,46,47,0,22,144,3,22,0,1,2,1,0,0,0,3.5,28.25,0,0,0,179.95,1284.55,0,0,0,0,0,0,0,0,1,1,1,0,1.25276296849537,3.34109345759245, , , ,4.969813299576,3,1
2,42,32,1,0,59,4,4,0,1,6,1,1,1,1,16.7,38.25,53.45,22.75,72.6,681.5,1676.2,2253.95,880,2805.75,1,1,1,1,1,1,1,1,0,2.81540871942271,3.64414356027254,3.97874663747105,3.12456514539696,4.28496492183075,4.07753744390572,4,0
2,72,63,1,40,222,2,43,1,1,2,1,0,1,0,81.55,62.25,0,15.5,0,5988.5,4439.25,0,1150,0,1,0,1,0,1,1,1,1,0,4.40121632906702,4.13115853534482, ,2.7408400239252, ,5.40267738187228,3,0
3,5,31,0,4,34,1,9,0,0,1,1,1,1,1,1.6,17.25,31.1,12.75,19.85,6.15,78.85,128.95,60,69.9,0,1,0,0,1,1,1,1,0,.470003629245736,2.84781214347737,3.43720781918519,2.54553127160444,2.9882040071332,3.52636052461616,3,1
2,70,55,0,12,65,3,24,0,0,1,1,0,1,0,26.7,42.75,0,20.5,0,1874.25,2921.35,0,1465,0,1,1,0,0,1,1,1,1,0,3.2846635654062,3.75536919538277, ,3.02042488614436, ,4.17438726989564,3,0
1,20,33,0,13,44,3,8,0,1,1,0,1,0,0,6.4,0,29.05,0,0,124.45,0,550.75,0,0,1,0,0,0,0,0,1,1,1,1.85629799036563, ,3.36901848329792, , ,3.78418963391826,2,0
3,32,50,0,28,57,4,20,0,0,1,1,0,1,1,4.6,38.5,0,37.75,23.5,123,1267.1,0,1205,707.4,0,0,0,0,1,1,1,1,0,1.52605630349505,3.65065824129374, ,3.63098547569503,3.15700042115011,4.04305126783455,3,0
2,6,24,0,2,28,1,5,0,0,2,1,0,1,0,4.4,9,0,28.25,0,35.1,57.8,0,155,0,0,0,0,0,1,1,1,1,0,1.48160454092422,2.19722457733622, ,3.34109345759245, ,3.3322045101752,3,1
1,38,33,0,3,38,4,0,0,0,1,0,1,1,0,10.95,0,27.2,12.25,0,412.8,0,958.85,465,0,1,0,0,1,0,0,0,0,1,2.39333945626251, ,3.30321697330195,2.50552593699074, ,3.63758615972639,2,0
3,37,76,0,38,117,4,21,0,1,1,0,0,1,0,7.5,0,0,6.25,0,273.7,0,0,230,0,0,0,0,0,0,0,0,0,0,2.01490302054226, , ,1.83258146374831, ,4.76217393479776,1,0
3,69,59,0,37,104,2,13,0,0,1,1,0,1,0,16,30.5,0,13.75,0,1120.75,2104.65,0,925,0,1,1,0,0,1,1,1,1,0,2.77258872223978,3.41772668361337, ,2.62103882411258, ,4.64439089914137,3,0
1,61,34,1,0,70,3,7,0,1,3,1,1,1,1,18.85,30,51.95,18.75,47.3,1230.7,1820.3,3045.8,1095,2840.2,1,1,1,1,1,1,1,1,1,2.93651291389402,3.40119738166216,3.95028171754524,2.93119375241642,3.85651029549789,4.24849524204936,4,1
3,40,57,1,18,68,1,23,0,0,2,1,0,0,0,13.35,25.75,0,0,0,572.4,987.7,0,0,0,0,0,0,0,0,1,0,1,0,2.59151638484626,3.24843462710975, , , ,4.21950770517611,3,0
2,16,26,0,7,21,4,1,0,0,6,1,1,0,1,3.55,11,44.75,0,30.8,56.85,182.25,638.55,0,438.4,1,1,1,1,0,0,1,0,1,1.26694760348732,2.39789527279837,3.80109144472086, ,3.42751468997953,3.04452243772342,4,0
3,20,31,1,10,39,2,3,0,1,2,0,0,0,0,7.75,0,0,0,0,148.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04769284336526, , , , ,3.66356164612965,1,0
1,60,37,1,12,64,5,1,0,1,2,0,0,1,0,14.85,0,0,17.5,0,978.35,0,0,970,0,1,0,0,0,0,0,0,0,0,2.69799986524871, , ,2.86220088092947, ,4.15888308335967,2,0
2,33,28,1,3,24,2,0,0,1,6,0,0,1,0,7.5,0,0,15.75,0,224.25,0,0,485,0,0,0,0,0,0,0,0,0,1,2.01490302054226, , ,2.75684036527164, ,3.17805383034795,1,0
1,10,31,0,0,32,4,7,0,1,2,0,1,0,0,5.4,0,28.35,0,0,60.15,0,253.35,0,0,1,0,1,1,0,0,0,0,1,1.68639895357023, ,3.34462703017376, , ,3.46573590279973,2,1
1,23,20,0,1,15,3,0,0,1,1,0,0,0,0,7.5,0,0,0,0,199.65,0,0,0,0,1,0,0,0,0,0,0,0,0,2.01490302054226, , , , ,2.70805020110221,2,0
2,60,57,1,14,107,2,33,0,1,2,1,0,1,1,17.55,30.75,0,21.25,46.7,1035.2,1863.15,0,1245,2640,1,0,1,0,1,1,1,1,0,2.86505394991188,3.42588999425253, ,3.05635689537043,3.84374416467485,4.67282883446191,3,0
3,67,40,1,21,40,4,7,0,1,4,0,1,1,1,24.35,0,46.6,15.25,37.45,1585.85,0,3013.25,1015,2396.15,1,1,1,1,1,0,1,0,1,3.1925318495286, ,3.8416005411316,2.72457950305342,3.62300670996323,3.68887945411394,4,0
3,64,31,1,5,46,2,7,0,1,4,0,1,1,1,24.15,0,34.8,17.75,33.2,1546.55,0,2214.1,1115,2148.15,1,1,0,1,0,0,1,0,1,3.18428438009858, ,3.54961738678043,2.87638551592142,3.50254987592244,3.8286413964891,2,0
2,72,60,1,33,12,1,20,1,0,3,1,0,1,1,53.75,68.5,0,10.25,43.95,3776.1,4938.6,0,780,3102.2,1,1,1,0,1,1,1,1,0,3.98434366700777,4.22683374526818, ,2.32727770558442,3.78305262413119,2.484906649788,4,0
3,54,27,0,3,27,2,6,0,1,5,1,1,1,1,12.4,35,48.3,5.75,43.5,660.85,1919.75,2484.3,315,2259.8,1,1,1,1,1,1,0,1,1,2.51769647261099,3.55534806148941,3.87743156065853,1.74919985480926,3.77276093809464,3.29583686600433,4,0
2,28,38,0,8,119,5,2,0,0,3,0,1,0,1,5.05,0,46.9,0,42.65,141.95,0,1262.7,0,1189.9,1,1,1,1,0,0,0,1,1,1.61938824328727, ,3.84801767545223, ,3.75302727393769,4.77912349311153,4,1
2,52,46,0,17,51,2,13,0,1,3,0,0,1,0,12.5,0,0,15,0,638.7,0,0,755,0,1,0,0,0,0,0,0,0,0,2.52572864430826, , ,2.70805020110221, ,3.93182563272433,2,0
